,Song ID,Title,Primary Artist,Primary Artist ID,Primary Album,Primary Album ID,Tag,Primary Tag,Primary Tag ID,Music?,created_month,annotations,n_annotations
148,96942.0,The Hitman,Masta Ace,367.0,Hits U Missed Vol. 3,64944,rap,rap,1434.0,True,2012-11-01,"['Stricklin encourages criticism, whether it be constructive or just pure hate. Though it later may lead to a night with your wife.', 'The basic theme of this song. Stricklin and Masta ace are like Hitman to rap, killing rappers as if theyre being paid to.', 'The price to have Stricklin to verbally smack someone. As you can see it wont take much, hell get the job down almost for free!', 'The steps itll take to ruin a rapper would be like 1, 2, 3 for Stricklin. He even goes on to say that it will be borderline a movie.', 'By 16 Strick is referring to a 16 bar rap, which subsequently, is the format that hes rapping in on this song.', 'Strick isnt too fond of Taco Bell, famous for their simple, albeit disgusting and grimey tacos and burritos. He compares them to his nasty raps.', 'Stricklin and Masta Ace have a bit of a history. The two first came together in 2001 while on Aces Disposable Arts tour, forming the hip hop group EMC (not officially until 2005) along with Punchline and Wordsworth.|(They released The Show in 2008.)', 'This line is from Royce da 59 s song Boom|https://www.youtube.com/watch?v=HU4eAUF6BX0', 'Cut from Method Man & Redman s How High.|http://www.youtube.com/watch?v=i03uNOGfWJU', 'Cut from Tragedy Khadafi Blood Type his N.O.R.E diss.|https://www.youtube.com/watch?v=k8hfLW7AJhY', 'Another lyric from Tragedy Khadafi Blood Type N.O.R.E diss.', 'Slang for any type of gun, originally used as an abbreviation of Gatling gun during the prohibition era.', 'Simply put, kicked his ass.|Consult this dramatization|The Rectum is the the comparatively straight, terminal section of the intestine, ending in the anus.', 'A Hitman is a hired assassin ordered to kill someone for a price.|Heres one notable Hitman named Carles Harrelson who was convicted of murdering federal judge Judge John H. Wood, Jr.|Father of Woody Harrelson (Billy Hoyle in White men cant jump )', 'On February 14, 2002 basketball player Jayson Williams (19901992; Philadelphia 76ers. 19921999; New Jersey Nets) while playing with a shotgun accidentally shot his limousine driver Costas Gus Christofi.|He was acquitted with many of the serious charges given to him (during the time this song was recorded) but on January 11, 2010 Williams pled guilty to aggravated assult. On February 23, 2010, he was finally sentenced to 5 years in prison with possible parole after 18 months.', 'Masta Ace could be implying that until a rapper hits the age where he gains wisdom, he wont be able to write any exceptional raps.|Or he could literally be saying that hes so bad, itll take him years to write anything good.', 'A luxury sports car brand founded by Lionel Martin and Robert Bamford.|Rappers today often talk about how expensive and fancy their cars are. Regardless of the car, hell leave you unemployed and speechless.', 'Martin was an HBO sitcom in the mid-90s revolving around a black family in Detroit. The series ended up getting canceled after some shit went down, and all of the actors have had kind of shitty careers since.|Damn, Gina!', 'Ace wouldnt give some rappers the time of day. He wont kill them in a song, a verse, but a short skit.|A skit is a small sketch thats sometimes improvised, in music its placed in between songs, never usually being more than 1 minute.', 'Stricklins raps are utterly disgusting and grimy, and Aces raps are just as filthy.', 'Although they dont verbally rap back at Ace, they curse him to themselves. If they ever did meet him face to face they would only start begging for mercy regardless of how much they despise him.', 'Its not uncommon for murderers to try to hide there bodies, there are many cases of criminals dumping the victims dead body in the rivers of Jersey.|Even recently, aspiring rapper Kampane was found was found burned inside of his car August 2011 in Paramus, New Jersey.', 'Your standard van suitable for heists or hits.', 'The Taliban is famous for there involvement with terrorism and the 9/11 terrorist attacks.|""The Taliban (Students of Islamic Knowledge Movement) ruled Afghanistan from 1996 until 2001. They came to power during Afghanistans long civil war. Although they managed to hold 90% of the countrys territory, their policiesincluding their treatment of women and support of terroristsostracized them from the world community. The Taliban was ousted from power in December 2001 by the U.S. military and Afghani opposition forces in response to the September 11, 2001, terrorist attack on the U.S.""', 'Just like student loan debt, Masta Ace is tough as balls and will keep coming at you. The only way you can get of Ace or your old student loans from Sarah Lawrence is if you die. And even when youre six feet under you better hope you didnt get your family to cosign (or involve them in your beef) because Masta Ace and/or the banks are coming after them next.']",25
149,96948.0,Runaway,MadChild,5204.0,Dope Sick,19553,rap,rap,1434.0,True,2012-11-01,"['Its a message from Madchild based on his past experiences. what you have done or where you have been doesnt matter. Its what you are doing and where you are going now that matters.', 'He is back, but he is still the same guy. He still makes good music. And he is still a swollen member even though he released this solo album.', 'Addicted to Oxys for 4 years, and he lost a lot of sponsors and agents. But now he is taking his crown back.', 'One of the pills Madchild was addicted to was perkasets. He spent 3 million dollars on his 4 year pill addiction.', 'He was at rock bottom, but he got himself up and produced a solo album.', 'His fans has been around on the internet while he was gone, defending his reputation.', 'his life was wrecked from his drug addiction, and he felt alone and depressed like Tom hanks in the movie Castaway', 'Depressive and addictive personality.. Not a good combo.']",8
150,96950.0,T.O.N.I.,Kollegah,12077.0,Zuhältertape X-Mas Edition,13368,rap,rap,1434.0,True,2012-11-01,[],0
151,96956.0,Gods & Monsters,Lana Del Rey,15740.0,Paradise,23755,pop,pop,16.0,True,2012-11-01,"['Gods and Monsters is a quote from the movie Bride of Frankenstein as Dr. Pretorius toasts Dr. Frankenstein, To a new world of gods and monsters! (directed by James Whale whos biography is captured in the 1998 movie Gods and Monsters)', 'Since Lana was a innocent in a city of evil, she was bound to make a mistake. The nature of establishments like Hollywood is that all the genuinely good people are either forced to change or are rejected by it.|""L.A, I dont even have to fake it now""|Lana states that she was one of the aspiring stars who put on a front to succeed. She was forced to do this, otherwise she would have never become successful.|Lana criticises the small, close minded margins that Hollywood exist in, it states that everyone must be the same - in both mentality and body image. Yet the beauty of human nature is our capacity to be different.', 'Due to her initial intentions to just be herself, Lana stood out like a beacon. She was viewed as extremely strange in Hollywood, just because she tried to be unique.|This suggests the passion in which she tried to create her own image with.|Yet it also conveys the fact that she knows that she is fighting the impossible. As all beacons will die down one day. Just as the attraction to the glamour of Hollywood will eventually outweigh your mental resolve to be yourself.|Fame is like a virus for humans, it is infectious and resilient always.', 'Lana knows what she needs to fix her wounded soul.|Shes come to Hollywood as she knows that she can get the things she wants there. She wants a fast life, one of fame, liquor and love, and shes found a man who is able to provide such things for her.|Play on the view on how in Hollywood the only way to be successful is to sleep with people to the top, instead of having real talent.|Everybody in Hollywood is Dying Of Thirst:|""You dying of thirst, you dying of thirst so hop in that water, and pray that it works""|It is a society where people are oblivious to the notion that money isnt everything', 'She is referring to a steamy encounter in a hotel room but in the next line she refers to it as innocence lost. This is probably somehow linked to a scene in the film Lolita, which Lana has confirmed is one of her favourite movies ( even writing a song with the same title )|In this film the character Lolita loses her innocence in a motel room when she loses her virginity to her stepfather.', '#However|Lana came to Hollywood of losing her innocence and desire to be be corrupted. In this instance, the reference to sex is not literal.|Just as in Lolita sex causes Lolita to lose her innocence, Lana looks for symbols of corruption. She wants to be lost in the bright lights of Hollywood.', '""Life imitates art far more than art imitates life. - Oscar Wilde""|Lana references a famous quote by Oscar Wilde, whereby it is detailed that life mirrors art.|Lana suggests that she has a fake it till you make it story. She started out as an unknown among millions of other hopeful young women in L.A., trying to project the appearance and attitude of a serious singer. Life imitates art because she ended up becoming famous and successful, even though her posing was initially just an act.|Lana may also mean that life is unique just as art is, and that life may not be perfect, yet it is still beautiful.', ""Life imitates art is an Oscar Wilde quote.|Lanas new lover is so glamorous and picturesque that she feels like she is physically in a movie, and Hollywood is known for putting up a facade of perfection.|Lana links this to her earlier statement that life is like art, their relationship is so beautiful that it is like a portrait.|They have imitated art with the way they live their lives' day in day out subconsciously.""]",8
152,96959.0,Allerleirauh,The Brothers Grimm,26039.0,Grimm's Household Tales,22359,news,news,1451.0,False,2012-11-01,"['The Queen/wife appears briefly in the tale, but note it is her final request that kick-starts the unnatural consequences.', 'In folk tales, transgression from the natural order generally leads to ruin. A modern take on this occurs in the Horror Movie genre. If a young protagonist has sex, they die! Teenagers, be afraid.', 'A common motif. Royal Princess finds herself in a menial occupation. Generally this causes the Princess to go unrecognised.', 'A curfew is common in folk tales.', 'The hero/heroine being unrecognised is key to the narrative in this type of folk tale.', 'So the Daughter takes the Mothers place on the throne, as Queen, and (shockingly) as wife. Unusually where there has been transgression from natural laws, no long-term consequence befalls the Kingdom. Incest has been frowned upon throughout history, but genealogies of real life Royal Families show this tale to be only a slight exaggeration. Royal first cousins frequently married until recently.']",6
153,97013.0,Law 1: Never Outshine the Master - The Judgment,Robert Greene,28359.0,The 48 Laws of Power,25668,lit,lit,39.0,False,2012-11-01,"['By making your higher-ups feel comfortable in their position you are doing two things; 1) you are inflating their pride, creating a significant chink in their armor to exploit at a later time. 2) you are avoiding any attack they may launch due to fear of losing their position of power.', 'Although your master may be proud of your accomplishments at first, once you receive enough attention and acclaim for your actions it is likely to cause your master to feel insecure about his own accomplishments and fear that he will be overthrown by you.|A great example of this can be seen in the story of Los Angelos math teacher Jaime Escalante, who was the inspiration for the movie Stand and Deliver as well as a best-selling novel following his teaching success. Despite his success he was later forced out of school districts by his administrations, more than likely caused by insecurity.', 'Again referring back to the first sentence mentioning the importance of making your superiors feel comfortable in their position.|This line also describes one of the greatest instruments with which to gain power inflate your enemies ego.. A person without humility fails to see his weakness and make corrections.']",3
154,97014.0,Law 1: Never Outshine the Master - Transgression Of The Law,Robert Greene,28359.0,,,lit,lit,39.0,False,2012-11-01,"['Fouquet was born in Paris, France in 1615 and served the king from 1653-1661 when he was sent to prison to live out his life until death in 1680', 'King Louis XIV(14) was born in 1638 and was arguably the most famous of Frances kings, serving for 72 years. Louis XIV was known to be a great patron of the arts and industry but ultimately strengthened the French institutions which later led to the French Revolution.|Like many monarchs of the time, Louis XIV strongly believed in the divine right of kings.', 'finance minister actually refers to the Superintendent of Finance, a post created in 1561 by King Charles IX in order to exert more control over the boards of finances. The position was changed many times between 1561 and its abolishment in 1661 as far as the number of superintendents and their control over finances went.', 'Although considered a great patron to the arts, Fouquet had a tendency of only supporting those artists who were useful to him. This culminated in the building of his magnificent chateau Vaux-le-Vicomete', 'Many historians suggest Fouquet was the richest man in 17th-century France. With this fortune he built a compound rivaling the Kings palace', 'By the time Louis XIV took full reign of his kingdom, he had spent years being ruling through the help of chief advisers and other members of nobility, prompting him to famously declare he would be his own chief minister after Mazarins death.', 'Although there isnt a great deal of proof that Fouquet suspected he had fallen out of favor, it is believed that Fouquet did throw the party with intentions of proving to Louis XIV his usefulness by bringing together so many powerful nobles, artists, and thinkers of the time, after being snubbed for the Chief Minister position.', 'It is said that part of the Vaux-le-Vicomte was actually constructed to honor Louis XIV', 'Madame de Sevigne refers to Marie de Rabutin-Chantal whose letters to family & friends were applauded for their content and became widely circulated during her life. She happened to be a close friend of Fouquets.|La Rochefoucauld refers to Francois de La Rochefoucauld, another writer of noble descent whos letters were celebrated. He was a close friend of Madame de Sevigne.|La Fontaine was the most famous French writer of fables Jean de La Fontaine. He was not of noble decent and actually did not reach the pinnacle of his fame until a few years after Fouquets death.', 'Moliere was the famous french playwright and actor Jean-Baptiste Poquelin. He is regarded as one of the greatest comedians in literature.', 'The area of southeast Asia including China, Japan, and Korea', 'Francois Vatel was a famous swedish-born chef who worked for Fouquet at the time.', 'The famous gardens of Vaux-le-Vicomte were designed and built by Andre le Notre and stretched a mile and a half; it included many canals, fountains, statues, and gravel walkways. Some suggest the chateau cost between 10 million to 16 million to build..|A famous piece of the garden, known as the anamorphosis abscondita is an optical illusion giving the impression that the garden can be viewed in one glance from the top of the staircase leading into it.', 'The play was entitled Le Facheux (The Bore) and subtitled Comdie faite pour les divertissements du Roi (a comedy for the Kings amusements).', 'Though many guests stayed over night at the Vaux-le-Victome, Louis XIV refused to do so. Curiously enough, Fouquet did not see the meaning behind this and thought little of it, no doubt engulfed in his partys overall success.', 'Fouquet was actually arrested three weeks later while on a trip to Nantes with the king. Although Louis XIV had decided as early as May (with the help of Fouquets political opponent Jean-Batiste Colber ) on the fate of Fouquet and with the party at Vaux-le-Victome ultimately confirming his decision in August, many perceived Fouquet to be even more powerful and certainly more rich than the king. Because of this, the king was very strategical in his actions; he even convinced Fouquet to sell his office of general procurer (called the attorney general but handled mainly financial affairs like finding creditors for the kingdom) which gave him considerable power over the group of men whos job it was to collect farming taxes and whom would of created a great deal of trouble for Louis XIV.|Once Fouquet had given up a large amount of his power through this deal, the king had him arrested just minutes after assuring him of his high opinion of Fouquet.', ""Charles de Batz-Castelmore d'Artagnon was a close confidant of the previous chief minister, and direct ruler, of France Cardinal Mazarin. Because of his discretion, after Mazarin died, Louis XIV kept d'Artagnon around and later made him captain-lieutenant of the Musketeers.|d'Artagnon served as the principle character in legendary literary works by Alexandre Dumas and has since gained somewhat of a mythical aura"", 'Fouquets trial has become a symbol of injustice in the current French legal system. It lasted 3 years and gained notoriety and sympathy among the public and especially from the rich and powerful aristocrats of the time.', 'Most of the evidence provided against Fouquet was falsified by Colbert.', 'Originally, the supreme courts of France were inclined to let Fouquet off with simple a banishment. Louis XIV however, knew Fouquet would still have considerable power and influence in France even being forced abroad and therefore changed is sentence to life imprisonment.|Most historians believe that Fouquet was actually sent to Pignerol de Savoy in the Alps of northwest Italy near the French boarder. But you get the pointAccording to legend, Fouquet was joined only by Eustache Dauger who served as his manservant. Dauger later became the basis for the legendary tale of The Man in the Iron Mask', 'Although it wasnt exactly solitary confinement, Fouquets fate was considered by many at the time to be extremely inhumane and marked the first, and last, time a monarch ever used his executive powers to override the court in favor of a harsher sentence.|Fouquets wife was banished from France during this time and was not allowed to write her husband until 1672 and visited only one time in 1679.|Fouquet later died in Pignerol in 1680 to mysterious circumstances which some believe to be a poisoning at the hands of Louis XIV.']",21
155,97016.0,Law 1: Never Outshine the Master - Interpretation of Transgression,Robert Greene,28359.0,The 48 Laws of Power,25668,news,news,1451.0,False,2012-11-01,"['Louis XIV was the only known legitimate son of king Louis XIII and Anne of Austria. His mother had suffered through atleast 4 stillbirths which led contemporaries of the time to regard Louis XIV as a divine miracle gift from God, like the Sun which lights the way for us.|Louis also believed in absolute rule by the monarch, which at the time was being encroached upon by the many nobles all over France. Because of this, Louis attempted to keep these nobles as close as possible in order to watch over them, eventually building the palace of Versailles to keep them all around him. This is another reason he was called the Sun King; his nobles orbited around him, which was much different than kings before him.|Lastly, Louis XIV was called the Sun King for the simple fact he chose the sun as his symbol, one which is closely connected with the Greek god Apollo. Although this contributed to his nickname, it is unclear whether he chose the symbol before or after the nickname had already took on.', 'Louis XIV would not accept being outdone in any manner whether it be magnificence or demonstration of power. Although he was a devout Catholic, he refused to acknowledge the Churchs power over him and many times overturned certain proclamations made by the Church and previous rulers.', 'No doubt Louis made sure to choose someone he would not have to worry about accumulating more power or money than him, however, he probably chose Colbert more for the fact he had helped greatly in the prosecution of Fouquet by offering up falsified evidence. If he had not appointed him as finance minister, it is likely this secret would have been released (Although many knew this anyway).|Though boring and not nearly as popular, Colbert was very thrifty and created a number of great changes to the economy.', 'Louis XIV actually gained a considerable fortune from Fouquet after his sentence as well as the sale of Fouquets general procurer office.', 'He also copied much of the design of Vaux-le-Vicomte as well. Although most of the artists that worked on Fouquets chateau also worked on Versailles, many of them remained faithful to Fouquet. Though many people expressed support for Fouquet, the painter Charles le Brun whom Fouquet had supported so greatly, abuptly abandoned his work on the dome at the entrance of Vaux-le-Victome and offered a gift to Colbert the day of Fouquets arrest.', 'The first of such parties was known as Pleasures of the Enchanted Island, planned and precided over mainly by Fouquets good friend and main performer at Vaux-le-Victome, Moliere.', 'Part of his chateau de Vaux-le-Victome was built to honor the king, including a statue of Apollo whom the king had chosen to represent himself.', 'Fouquet was revered for his loyalty to the kingdom as well as his intelligence. Despite this intelligence, there is not a lot of evidence that he realized the king had lost favor with him and in turn created this party to gain that favor. He was blinded by his own pride, something the king exploited by requesting to visit the chateau de Vaux-le-Vicomte to witness its progress; this is more likely the reason he made Louis XIV his guest of honor during that opening night.', 'Louis had a right to feel this way since many of the guests were in fact more loyal to Fouquet and thought of him as much more magnificent than the young king who was only about 22 at this time. This is demonstrated by the great number of nobles and artisans that spoke out against the kingdom during Fouquets trial.', 'Although this grand party was no doubt the tipping point, historians agree that Louis had decided Fouquets fate as early as 3 months before the event..|It is important to point out that nearly every political position had been embezzling funds from the kingdom, an act that was made acceptable to an extent by Fouquets mentor Cardinal Mazarin. This, in part, prevented Louis from arresting Fouquet for some time until the party, which served as an outright example of Fouquets embezzling with a simple twisting of the books.', 'Although rapper 50 Cent claims he dismissed artist Game from G-Unit after Game refused to support them in a feud with Murder Inc., it is more likely that Game had threatened 50s pride.|This is backed up by the fact that 50 Cent continually claimed to have written 6 of the songs on Games debut The Documentary which is considered a classic album by many and caused Game to steal much of the shine from 50, who had released The Massacre just a few months later.|Had Game given 50 Cent more credit, his career would no doubt look very different and would probably be one of the most powerful artists on Interscope right now.', 'Voltaire is the most celebrated French writer of all time and often discussed the Frances aristocracy, both past and present, in his writing.']",12
156,97018.0,Boulevard,Beece Daytona,28362.0,,,rap,rap,1434.0,True,2012-11-01,"['Stain Gang, Beece daytonas Crew will rob you for your cocaine', 'Sosa wont be using his hands to choke her']",2
157,97020.0,Law 1: Never Outshine the Master - Observance Of The Law,Robert Greene,28359.0,The 48 Laws of Power,25668,lit,lit,39.0,False,2012-11-01,"['Galileo Galilei was and Italian Renaissance mathematician, scientist and may be most famous for his contributions to both modern and classical astronomy. He was born in 1564.', 'By the time Galileo was 22, he had already invented mechanisms resembling modern thermometers and heart rate monitors.. He made a good amount of money from these different inventions and just a few years later was named chair of mathematics at the University of Pisa where he had gone through secondary school. He served as a member of the faculty until 1610.|Galilean Thermometer|Galileo made money from inventions as well as his job at the university; he hardly relied on kings or queens to continue his research. However there is some evidence that he was financially strained to an extent by his youngest brother Michalagnolo whom he was responsible for after the death of their father, which probably inspired Galileo to find a side hustle to make more money.', ""Galileo and business partner Marc'Antonio Mazzoleni manufactured hundreds of military compasses and sold them. This was Galileos first commercially successful invention (1597)."", 'The compass wasnt really a compass to be honestIt functioned as an early calculator, allowing soldiers to find the angle at which to point their cannons.|It was also used by merchants to find exchange rates between the different currencies. Around this time, Italy was a merchant state, basically meaning whoever sold the most things had the most power. Obviously, Galileo became famous for his compass which served a very important purpose for merchants.', 'Again, Galileos inventions were quite useful and prosperous for him; however, being a smart man, he would often dedicate or share his findings with nobles as to gain more political and intellectual freedom.|After developing his version of the telescope, he led Venetian aristocrats up the tower of Piza to be the first to use the new invention. Because of this, Galileo received quite a bit of support in his initial astronomical research (this would later serve as his downfall )', 'Galileo was a very pious Catholic but made many scientific claims that went against the church, particularly in his astrological observations. It is much more likely that this insecurity and dependence was religiously based rather than monetary.|He searched for high powered patrons more for political power than money.', 'Galileo had originally believed the moons to be fixed stars close to Jupiter. It was after he had tracked their movement in the sky that he realized they were, in fact, orbiting Jupiter.|Its important to note that Galileo wasnt necessarily the first to discover these moons. German astronomer Simon Marius had discovered the moons independently as well, around the same time. He named the moons after mythological figures Io, Europa, Ganymede, and Callisto, which prevailed over Galileos names. However, they are still known as the Galilean Moons as a whole.', 'Galileo had originally planned to name his discoveries the Cosmian Moons after Cosimo II alone. However, after speaking with Cosimos head secretary, he decided it would be more beneficial to honor the whole family.', 'The Medicis were a powerful family that traced back to the 12th century in Italy. They were not nobles nor did they actually hold any actual government post during most of their reign. They came to power through amassing a considerable wealth through merchant business and establishing the banking system; basically ruling through political influence rather than outright power.', ""There were actually many reasons he chose the Medicis to honor. For one, Galileo had been the childhood mathematics tutor to Cosimo II. By 1610, Galileo had enjoyed a close relationship with the Medicis; Francisco I, son of Cosimo I, was the one who had given him his professorship of mathematics at the University of Pisa in 1588.|Another reason he targeted the Medicis is the fact that the family had reached the position of Pope atleast twice over the previous hundred years including Pope Clement VII and Pope Leo X. At this time, Galileo had increasingly discovered evidence supporting Copernicus' view of the solar system, something which the Pulpit was not happy about. It was only smart to align yourself with a family that had such close ties to the Vatican."", ""Jupiter is the Roman equivalent to the Greeks' supreme god, Zeus. He was the ruler of all and known as the light of the light among other honorable titles.""]",11
158,97025.0,U Ain't Bout What You Be Talkin Bout,Boosie Badazz,931.0,Gangsta Musik,4835,rap,rap,1434.0,True,2012-11-01,"['Basically, hes saying that the niggas hes around with right now are nothing but a bunch of bitches. They are so soft, that they are sweeter than Skittles candy.']",1
159,97026.0,Karate Chop,Future,2197.0,F.B.G.: The Movie,26913,rap,rap,1434.0,True,2012-11-01,"['He selling (slanging) narcotics which is a popular generic term for drugs which cannot be legally possessed, sold, or transported except for medicinal uses for which a physician or dentists prescription is required. Narcotics include drugs like:|Narcotics are drugs that dull the senses and get you paid very well. And of course, drug money can buy you what you want.', 'John Gotti was a famous member of the Italian Mafia, who eventually became the boss of the Gambino crime family in New York City. Future says that his life is so lavish, he feels like a don.', ""OOOOOOOOOOOOOHHHHHHHHHHHWAAAAAAAAAAAAH!|'Bricks is referring to drugs, dope, that are in a large packaged rectangular shape. One usually cuts these bricks up to deal out to various types of people such as misguided teens."", 'Codeine is a main ingredient included in some cough syrups with promethazine used by many to get high. It can be drunk plain, but most mix it with other ingredients such as Sprite.|A famous Promethazine w/ Codeine cough syrup is Actavis who stopped selling their cough syrups.', 'Spending money like its nothing. May be a reference to the song Blow by Future.|In addition to blowing money, Futures also trying to avoid unnecessary involvement with the police in an attempt to stay clean|Staying clean could also refer to having the freshest clothes.', 'A reference to the late Michael Jacksons hit Billie Jean. The song is directly from MJs album Thriller.|Perhaps Future has a couple females claiming their kids are his.|Future adlibs Who bad? right after this line, referencing MJs 1987 hit Bad', 'A Donk used in this context is typically an 1970s American style car that has big over-sized wheels and low profile tires.', ""open up and drink a bottle of Armand de Brignac, which is also known as Ace Of Spades' by the logo on the bottle. It is a very popular champagne that many celebrities have been seen drinking and enjoying."", 'Preparing crack cocaine. The cake is the finished product.', 'A Ki also known as a kilogram of cocaine. He uses a play on words with the kis/keys on a type writer to show that he know how to manipulate kilograms.', 'Future is saying that he grew up envying Al Capone and John Gotti, both infamous mafia members. This is probably what lead Future into slinging dope as a teen.', 'Janet was one of the baddest chicks in the 80s. Also, could reference Futures current girlfriend Ciara, who is often compared to Janet', '2 and a baby refers to two and a half ounces of cocaine. The entire line refers to Future implying he went up from two and a half ounces of cocaine to selling kilos.', 'Jheri curls drip a lot from the substance that is used to make them curl up, Future also has girls dripping wet, just not from any hair.', 'Future can make $36,000 dollars off of one brick(cocaine). Clean shirt is slang for a brick.', 'Frank Black Caesar Matthews is a major heroin and cocaine trafficker who operated throughout the eastern seaboard during the late 1960s and early 1970s. Im guessing he had a lot of money too.', 'A molly is the purest form of ecstasy (MDMA). Geekin is slang for a person who cant stop laughing for anything due to intake of drugs, which in Casinos case is due to his use of molly.', 'Casino only sells dope that is cut (diluted) and not very pure; Casino isnt what you call a trustworthy dealer. Also, note how this song was made into a Remix.', 'His people work like machines, meaning they work very hard.', ""All Casino does is sell 'dreams, which in this case is referring to the hallucinations by which the drugs he sells may cause.|A Hallucination is an experience involving the perception of something not present.""]",20
160,97027.0,The Fact Is (I Need You),Jill Scott,1731.0,"Beautifully Human: Words and Sounds, Vol. 2",23812,r-b,r-b,352.0,True,2012-11-01,"['Ms. Jill Scott is an independent, strong, self-reliant woman who can no doubt take care of herself. These first few lines arent pride, theyre informative of the listener that shes not useless in life.', 'Jill is also a devout Christian, aware that God has blessed her with the intelligence, resources and experience that allows her this lifestlye.', 'Everybodys got a fear of something, but even though shes a little frightened of a creepy crawly spider, she has the strength to overcome her fear and kill itand the humility to admit fear in the first place.', 'Polyurethane is a type of wood finish that helps people decoratively(or protectively) stain their hardwood floors, etc.|She doesnt need a man to do anything for her; she has moved far beyond male/female behavioral patterns. She wants a partner and wishes she didnt have to play a role.', 'Again, independent enough to have money buying expensive jewelry.|Side note: Could you imagine Jill Scott wearing a grill?', 'Definitely the most important line in the stanza, if not the whole song. Mothers can teach their child plenty of thingshow to be nice, clean, friendly, how to walk, speak and nearly everything under the sunbut a father is needed to teach a son how to be a manin every way, shape and form. How to provide strength, leadership, kindness, toughness (only when necessary) and compassion.|.oh, and how to pee standing up.', 'Here in this second chorus, Jill changes the words to we, emphasizing the child growing within her belly. They both need the man in their lives, as it is extremely difficult and painful to raise a child alone.', 'In this verse, Jill elaborates on all the things she could do if she so desired. This line specifically helps explain her compatibilityif she wants, she can either be a member of Congress, one of the most powerful voices in the entire country helping influence worldwide decisionsor on the far other side of the spectrum, a city worker picking up the diapers and busted Wal-Mart bags full of wasted food and crawling roaches that spill out because you dont close your garbage can lid. Its her choice, and she seems to be fine with either one.', 'The world could use more female carpenters! Did you know only 1.4% of carpenters in the US are women?', 'While doctor and lawyer are the first things to pop into mind when anyone is asked what they want to be (because of their ludicrous salaries), most of those women in that profession actually are mothers as well, working at home in addition to the courtroom or hospital.', 'Also trueboth women and men have a large stake in computer applications and other forms of electronic advancement. Women in power is always sexy']",11
161,97030.0,Got Up This Morning,Sage Francis,501.0,Human the Death Dance,9122,rap,rap,1434.0,True,2012-11-01,"['Sage said that Hollands album Escondida was his most listen to album of 2005. He meet her in Los Angles and she played violin and sang over the beat, which lead to her being in the finally version of the song.', 'While he was pursuing her he was always shut down because she was religous.', 'Since the girl in this song is sweet on Jesus, she may be following the Puritan belief (during the times of Colonial America) in bundling.|Bundling is an act whereby a couple who was courting would be bundled in blankets with a board in between them. It could also include the female being put inside a Chasity like duffle bag. This was one of the only ways a couple could get physically close to one another in a strict religious society.', 'Referring to Alan Ginsberg an American poet who was also a major part of the Beat Generation', 'Whenever Charles Bukowski was asked what things he would do to help influence his creativity his answer would simply be Do nothing. Later on in an autobiography he would go into more detail making the analogy act as if it was a bug on the wall, you have to wait for it to come to you and when it does you can do one of two things; smash and kill it or, if you like the look of the bug, make it your pet.', 'Welcome to the Terrordome by Public Enemy was one of their most memorable songs. Sage has said that front man Chuck D was a big source of inspiration earlier this album. http://www.youtube.com/watch?v=KGyj1917Okk', 'My Chemical Romance is an American pop-punk band. They were at the height of their career in 2006 after releasing their triple platinum album The Black Parade. A modern pop-punk is a completely change of pace from references to older writers like Alan Ginsberg and Charles Bukowski.|This album, Human the Death Dance, was based off of the spoken poem of the same name by Buddy Wafefield. The slow dance in relation to the albums title means a slow death.', 'A Red Ryder is a brand of childs BB gun. The only thing that it can take out with that caliber is some cans, but be careful, you might shoot your eye out.', 'She walked in the middle off the road carefully which is a good reference to someone who never picks a side or risks offending someone.', 'If he is your Waterboy, then he would love to be the Bobby Booshay to your Vicki Vallencourt.', 'The water that he is fetching from her cheeks are the tears she is crying. He goes after them like the young men at tennis games for the balls.']",11
162,97031.0,Art Rap Party,Open Mike Eagle,16518.0,Unapologetic Art Rap,18357,rap,rap,1434.0,True,2012-11-01,"['Boom bap is a style of hip hop that dominated the east coast during the late eighties and early nineties. While its not the most popular style of hip hop anymore, Mike and his friends are digging through the classics because they appreciate the finer things in rap music.']",1
163,97033.0,I Rock,Open Mike Eagle,16518.0,Unapologetic Art Rap,18357,rap,rap,1434.0,True,2012-11-01,['if he could rap full time; hed be happier and less tired if he could do so.'],1
